close,閉じる
"Add Swatch","見本追加"
Swatch,見本
"Something went wrong deleting this rate.","このレートを削除中に問題が発生しました。"
"Something went wrong deleting this tax rule.","この税ルールを削除中に問題が発生しました。"
"You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first.","税ルールで使用中なのでこの税クラスを削除できません。使用されているルールをまず削除しなければなりません。"
"We cannot delete the theme.","テーマを削除できません。"
"Sorry, something went wrong. That's all we know.","申し訳ありません、問題が発生しました。それ以上はわかりません。"
"The start date can't follow the end date.","開始日は終了日の後にはできません。"
"The date range for this design change overlaps another design change for the specified store.","このデザイン変更のための日時範囲は特定のストアの別のデザイン変更と被っています。"
"localized exception","ローカライズ例外"
"Test Label","テストラベル"
Phrase,フェーズ
testMessage,テストメッセージ
"Dictionary (Translation on Storefront side)","辞書 (店舗側での翻訳)"
"Embedded (Translation on Admin side)","埋め込み済み (管理者側での翻訳)"
"Condition type ""%1"" is not allowed","コンディションタイプ ""%1"" は許可されていません"
"The configuration parameter ""formElement"" is a required for ""' . . '"" field.","設定パラメーター ""formElement""は ""' . . '"" フィールドで必須です。"
"'Remove ' .","'削除 ' ."
"'Add New ' .","'新規追加 ' ."
"'New ' .","'新 ' ."
"Unsupported bookmark action.","サポートされていないブックマークアクション"
"Initialization error component, check the spelling of the name or the correctness of the call.","初期化エラーコンポーネント、 名前のスペルをチェックするか呼び出しが正しいか確認してください。"
"Please assign a website to the selected category.","選択したカテゴリーをウェブサイトにアサインしてください。"
"Please assign a website to the selected CMS page.","選択したCMSページをウェブサイトにアサインしてください。"
"You deleted the URL rewrite.","URLリライトを削除しました。"
"The product you chose is not associated with the selected store or category.","あなたが選んだ商品は選ばれたストアやカテゴリーに紐付いていません。"
"The category you chose is not associated with the selected store.","あなたが選んだカテゴリーは選んだストアに紐付いていません。"
"Something went wrong while saving URL Rewrite.","URLリライトを保存中に問題が発生しました。"
"Are you sure you want to revoke the user\'s tokens?","本当にユーザーのトークンを破棄しますか？"
"We'll email you a link to reset your password.","パスワードをリセットするためのリンクをメールします。"
"Locked Users","ロックされたユーザー"
"An error occurred while deleting this role.","このロールを削除中にエラーが発生しました。"
"An error occurred while saving this role.","このロールを保存中にエラーが発生しました。"
Recommended,推奨
Forced,強制
"It's time to change your password.","パスワードを変更する時期です。"
"It's time to <a href=""%1"">change your password</a>."," <a href=""%1"">パスワードを変更</a>する時期です。"
"Sorry, but this password has already been used. Please create another.","申し訳ありません、しかしこのパスワードは既に使われています。別のパスワードを作成してください。"
"Your password has expired; please contact your administrator.","パスワードが期限切れ; 管理者に連絡してください。"
"Cannot perform GET operation with store code 'all'","GETオペレーションがストアコード'all'では実行できませんでした"
"Excluding FPT. Including FPT description and final price","FPT除外。 FPT詳細と最終価格含む"
"label_value' 'label_value' 'frontend_label","label_value' 'label_value' 'frontend_label"
"Total Incl. Tax","税含む合計"
"Add Widget","ウィジェットを追加"
"Widget Title","ウィジェットのタイトル"
"New Widget","新しいウィジェット"
Widgets,ウィジェット
"%1 has been moved to your wish list.","%1 はあなたのお気に入りリストに移動されました。"
"We can't move the item to the wish list.","商品をお気に入りリストに移動することができません。"
"Product Exception.","商品例外"
